Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
698,698,"caro, maloliente, ruidoso, grosero, novio se quedó en el hotel el fin de semana del día de los caídos, extremadamente caro, el hotel apestaba, la comida apestaba, gente terrible, extremadamente grosera, la gente dejó que el hotel no ocupara la habitación, corrió por los pasillos por la noche gritando, llamó a la recepción, avisó sobre la situación, nada, experiencia terrible, el peor lugar para quedarse, cita, mochilero, albergues, mejor , no confíes en venir,",1,NEGATIVO,NEGATIVO,NEGATIVO
700,700,"Hotel odiado y decepcionado. Cuando las reservaciones se realizaron con meses de anticipación, se solicitó estacionamiento, no se dijo que no se podía acomodar, ninguno llegó, se le dijo que el parque está a cuadras de distancia, el hotel paga 20.00 por día, la habitación se siente como un armario, un motel pequeño, pensado como barato, los azulejos del baño están agrietados y pegados, la televisión no funciona, fui al escritorio. se quejó, le dijo a la persona que esperara, la hora de espera decidió enchufar el tomacorriente del baño, sé que funcionó, aparentemente el tomacorriente de televisión no funciona. El ascensor de mi habitación, durante el día por la noche, escuchó un pitido en el ascensor. El personal es antipático y grosero, quédese,",1,NEGATIVO,NEUTRAL,NEGATIVO
709,709,"Odié el hotel, arrestados hablando fuerte, llegué al hotel, las habitaciones estaban sucias, no eran las fotos prometidas, pregunté durante el día, la habitación estaba limpia, el servicio de limpieza se quejó, no había toallas, la segunda noche, al regresar, la cena llegó, las personas trajeron sus pertenencias, las cámaras del balcón faltaban en la habitación, llamé a la recepción, llamé a la policía, no quisieron escribir el informe, envié un correo electrónico a la queja, el gerente estaba disponible, la noche estaba lleno, dejé el balcón abierto, el baño, hablé, el personal de seguridad vino a la habitación, dijo en voz alta, se disculpó, 5 minutos después, los alguaciles aparecieron, se llevaron los camisones, arrestados, perturbando la paz, una pesadilla infernal, 20 minutos después, regresaron, recogieron sus pertenencias, el hotel tiró bolsas de basura, faltaba dinero, se ofreció a la policía, no se quedaron en el hotel, las mujeres de treinta años no hicieron nada malo, la queja se vengó,",1,NEGATIVO,NEUTRAL,NEGATIVO
716,716,"Decepcionado, acabo de regresar de una escapada de fin de semana a Nueva Orleans, elegí el hotel Dauphine Orleans, me quedé en el huracán Katrina, hermosa habitación nueva recién decorada. Después de que me dijeron que no llegaron los reembolsos, los azulejos del techo del vestíbulo cayeron cables de extensión, ventiladores de caja, ventiladores de aire acondicionado con cable, habitación sucia, techos manchados, mal parchado, piso sucio, baño, cubeta de hielo. café no vaciado no suministrado aire acondicionado deficiente. Al hablar, los invitados se cambiaron de habitación dos veces y se quedaron con aire acondicionado defectuoso. Entiendo que Nueva Orleans fue un hotel huracán no preparado abierto completamente renovado no abierto, da una mala idea del progreso Nueva Orleans no es un establecimiento justo exitoso. Regresamos amados nueva orleans no dauphine orleans,",1,NEGATIVO,NEUTRAL,NEGATIVO
722,722,"fin de semana romántico arruinado fin de semana romántico planeado hotel dauphine orleans cumpleaños de esposa, recién casados ​​diciembre de 2004 quería hacer que la celebración de cumpleaños fuera realmente especial, suite reservada dauphine orleans ordenó callalilies inicio sorpresa fin de semana. Al llegar inmediatamente noté una ubicación peculiar sillones dormitorio, sillas móviles cama para caminar enorme cucaracha muerta sillas, caminé por el vestíbulo, le pregunté al asistente que la habitación limpió, tomó a la esposa y bebió. Mientras se ocupaba del problema, preguntó por las flores entregadas en el hotel, el asistente informó que las flores llegaron entregadas en la habitación equivocada, el botones recuperó la habitación equivocada, trajo la suite de manera disruptiva, no hace falta decir que la sorpresa se arruinó. Mi esposa bebió decidida, asegúrese de Descanse el fin de semana romántico y relajante. Después de pasar un cuarto de tiempo, regresó a la habitación, decidió dormir temprano, un olor inquietante parecido a la comida que emana debajo de las almohadas, no puedo identificar, la esposa terminó durmiendo en el sofá. La mañana salió a las 11 a. m., explore las tiendas de Royal Street, regrese a las 3 p. m., satisfecho con la habitación limpia, decidió relajarse un poco Por la noche, la llegada limpió la habitación, miembros femeninos del personal del hotel irrumpieron en un momento tierno, la intrusión definitivamente mató el estado de ánimo, vergonzoso por decir lo menos. Intentamos recuperar la interrupción del fin de semana, vimos la habitación corriendo, seguimos observando ratones horrorizados corriendo en la habitación del hotel, inmediatamente llamamos al escritorio y nos dijeron que no nos quedáramos a pasar la noche.",1,NEGATIVO,NEUTRAL,NEGATIVO
734,734,"La mejor esposa mediocre pasó el fin de semana de enero, la seleccionada llegó decepcionada, ciertamente no se parecía en nada a un sitio web basado en imágenes, el vestíbulo quiere que parezca cursi un motel, el estacionamiento del ascensor parece un pequeño ascensor de carga, los pasillos están mohosos, ciertamente se han visto días mejores. Es urgente pintar una alfombra nueva, la habitación es grande. No remodelado, redecorado, décadas, olía a humedad, servicio de habitaciones, cama reemplazada, toallas raídas, kleenex de café no reemplazados, botes de basura no vaciados, desayuno, pequeña tienda de comestibles, recipientes para bagels, queso crema, huevos duros, donuts, cajas de tostadas, cereales, gofres. La ubicación es excelente, central. cuadra de distancia de la calle Bourbon tranquila, calle derecha de Bayona, no es realmente positivo, no sé críticas entusiastas, compare el motel 6, supongo que es agradable, en comparación con Middle Road, el Marriott Hilton deja mucho que desea, espere una limpieza mínima de 150+ noches, pensé que era un lugar para quedarse con el antiguo encanto de Nueva Orleans. lugar sin encanto, suena como habitaciones adicionales calle hotel principal deseo conocido solicitado hotel principal básicamente basura, acostumbrados hoteles agradables cuidado,",3,NEGATIVO,NEGATIVO,NEGATIVO
744,744,"Ruido del tranvía, en general, hotel de calidad, personal de recepción amable, conserje, servicial, habitación limpia, razonablemente equipada, servicio de habitaciones, comida decepcionante, espera el hotel. Sin embargo, habitación en el quinto piso, ruido de las 5:30 am, los tranvías comienzan a despertarse ruidosamente por las mañanas, el personal de recepción mencionó que se ofrece una habitación tranquila volando temprano. planificación de la mañana despertarse a las 5:30 de todos modos. Hay habitaciones que no se verán afectadas, no habrá posibilidad,",1,NEGATIVO,POSITIVO,NEGATIVO
755,755,"Acabo de recibir una estadía de 4 días, definitivamente no es un lugar recomendado, la habitación está sucia, la pintura se está descascarando y faltan los azulejos del baño con moho, la silla de pie ajusta el aire acondicionado ruidoso, el desayuno es regular, los panecillos son café débil, las fotos del folleto del sitio web no se parecen en nada al lugar, no me quedo.",1,NEGATIVO,NEUTRAL,NEGATIVO
766,766,"decir no jw marriot-new orleans se hospedó en marriots servicio de primer nivel peor experiencia de hotel, dejó mensaje hotel permitir que la hermana llegue a san francisco 3 horas comprobable acceso de check-in habitación prepago, mensaje dado, gire a la izquierda mostrador de mensajes avíse hotel restaurante esperando, mensaje dado, se registró, se instaló la habitación, la hermana no usa la funda del teléfono celular, se pregunta, decidió que el restaurante quería comer, dejó el mostrador de mensajes, llegó, le dijeron que se desechó el mensaje en papel, el mensaje de impresión dado fue ineficaz, obviamente, la ineficiencia de JW Marriot emite mensajes, la lista es grosera, descortés, servicio de limpieza 3 :30 por la tarde, habitación sin limpiar, papel higiénico, plancha en cortocircuito, falta de mano de obra, el personal del bar tardó 30 minutos en el servicio de valet para el auto, nueva orleans, excelente estadía, decepción en el viaje,",1,NEGATIVO,NEUTRAL,NEGATIVO
771,771,"no quedarse en el hotel, hacer renovaciones, no vale la pena quedarse, me desperté taladrando, martillando, una sola mañana, solicité el cambio de habitación, no atendió 3 días después, revisando la mañana, el personal era totalmente poco complaciente, parecía estudiantes universitarios, experimentó una estadía horrible, desea una estadía tranquila y relajante,",3,NEGATIVO,NEGATIVO,NEGATIVO
781,781,"ubicación x 3 cuadras jackson square pequeño café du monde atracciones de paseo lunar significa que el encanto de la ubicación hace que el lugar sea excelente para quedarse, quiero encanto local edificios antiguos balcón muebles de época americano lugar insulso, desayuno ligero buen café selección de jugo de naranja empanadas con sabor furit croissants duros que se comen dentro del área de comedor terraza acristalada fuera del hermoso patio, desayuno ligero en el hotel, coma más tarde, maravillosos restaurantes, personal amable y servicial, habitación interior sin ventanas, habitación más bonita con balcón exterior, estacionamiento, costo adicional del hotel, no incluye reserva,",4,NEGATIVO,NEGATIVO,NEGATIVO
782,782,"desagradable, tal como advirtieron los críticos, el tiempo permaneció en Place d'armes, sí, excelente ubicación, piscina, patio pintoresco, no ensucia el hotel, final del segundo día, la habitación no recibió servicio de limpieza, esposa, carrito de toallas limpias, área de piscina, el personal del hotel luego entregó paños limpios. no ofrecer habitación limpia y enderezada, reclamó el letrero de no molestar, firmó el servicio de limpieza, el día de la mañana, recortes de uñas, cama para dormir, ropa de cama quitada, búsqueda en la suciedad del baño, par de ropa interior masculina, armario de televisión, inmediatamente fue al escritorio, habló con el gerente, se disculpó con las tarifas de estacionamiento compensadas durante toda la estadía. Prometí regresar a la habitación limpiada, regresó pocas horas después, obtuve el letrero de ""No molestar a la habitación"" que colgaba del pomo de la puerta, se sorprendió, no lo hizo, abrió la puerta de la habitación exactamente como la izquierda, el servicio de limpieza no tocó la habitación, fue al escritorio, habló con el gerente, usó el letrero de excusa que colgaba la puerta, el servicio de limpieza no tocó la habitación, Simplemente me enfurecí, especialmente vi a la familia salir del estacionamiento del estacionamiento el día, supe que regresaría a media tarde, no hizo nada en la habitación, el gerente le dijo a la habitación que conoció al nuevo supervisor de limpieza, la habitación se mostró molesta, se disculpó, siguió las excusas 1. nuevo trabajo, 2. toma tiempo capacitar al personal, 3. ven al edificio, lee hotel, 4. El personal de limpieza siguió la solicitud de la señal de no molestar, la esposa habló, decidió cortar las vacaciones, se fue, parientes afortunados estaban a solo 2 horas de distancia, más tarde en la noche habló el Sr. gerente general volentine, ofreció disculpas admitió que la pelota no se cayó dos veces mal manejo de la situación, ofreció incentivos pruebe place d'armes, ofreció reembolso de gasolina para ir al hotel, trabajó en la industria de servicios durante 28 años, se siente calificado dice que no detectó una onza sinceridad disculpas excusas recibidas, proteja a la familia, reseñas lejanas del 1 de enero de 2008. quejas, creo que, al igual que los críticos, los administradores del personal del hotel dan lugar a una puntuación de reseña favorable, leen reseñas, los tiempos de incidentes se quedaron, el tiempo que lo intentaron fue impactante, sucedió,",1,NEGATIVO,POSITIVO,NEGATIVO
